"latitude","longitude","room_type","reviews_per_month","review_performance","minimum_nights","neighbourhood","neighbourhood_group","calculated_host_listings_count","availability_365","price"
40.84467,-73.93549,"Entire home/apt",8.31,34,2,"Washington Heights","Manhattan","1",215,280
40.63555,-74.02962,"Private room",4.83,20,1,"Bay Ridge","Brooklyn","4",154,75
40.69439,-73.83243,"Shared room",4.14,17,1,"Richmond Hill","Queens","1",180,58
40.74623,-73.88974,"Private room",1.94,5,1,"Elmhurst","Queens","1",83,55
40.66067,-73.8931,"Private room",0.53,1,2,"East New York","Brooklyn","4",354,65
40.66089,-73.89376,"Private room",1,1,2,"East New York","Brooklyn","4",349,65
40.76308,-73.82215,"Private room",1,1,2,"Flushing","Queens","2",0,63
40.71565,-73.99211,"Entire home/apt",0.74,2,4,"Chinatown","Manhattan","1",8,250
40.70672,-73.92295,"Entire home/apt",0.7,1,2,"Bushwick","Brooklyn","1",0,200
40.68694,-73.97435,"Entire home/apt",3.33,10,2,"Fort Greene","Brooklyn","1",2,104
40.74266,-73.86526,"Entire home/apt",0.44,1,1,"Corona","Queens","1",280,65
40.68383,-73.90857,"Entire home/apt",0.8,2,6,"Bushwick","Brooklyn","1",19,65
40.81708,-73.95059,"Private room",1.84,4,5,"Harlem","Manhattan","8",345,215
40.75088,-73.96958,"Entire home/apt",0.79,1,3,"Midtown","Manhattan","8",343,419
40.81652,-73.94914,"Private room",2.73,10,5,"Harlem","Manhattan","8",335,215
40.75544,-73.96452,"Entire home/apt",0.7,1,2,"Midtown","Manhattan","1",117,195
40.70762,-73.95,"Entire home/apt",1,1,3,"Williamsburg","Brooklyn","1",0,225
40.74472,-73.98526,"Entire home/apt",1.3,2,30,"Midtown","Manhattan","1",320,306
40.70783,-73.95431,"Private room",1.17,4,3,"Williamsburg","Brooklyn","1",47,90
40.74898,-73.98029,"Entire home/apt",4.18,16,3,"Murray Hill","Manhattan","1",249,700
40.72178,-73.95653,"Entire home/apt",0.59,1,5,"Williamsburg","Brooklyn","1",13,200
40.73792,-74.00063,"Entire home/apt",0.65,2,14,"West Village","Manhattan","1",87,230
40.71948,-73.96376,"Entire home/apt",0.42,1,30,"Williamsburg","Brooklyn","1",160,150
40.72633,-73.95859,"Private room",7.33,31,1,"Greenpoint","Brooklyn","2",47,55
40.66784,-73.95798,"Private room",0.43,1,30,"Crown Heights","Brooklyn","7",251,68
40.71878,-73.9604,"Private room",3.28,10,1,"Williamsburg","Brooklyn","2",98,70
40.69539,-73.94399,"Private room",2.43,4,2,"Bedford-Stuyvesant","Brooklyn","1",96,79
40.69833,-73.93463,"Entire home/apt",1.9,7,1,"Bushwick","Brooklyn","1",264,175
40.5788,-74.09155,"Private room",2.66,10,1,"Dongan Hills","Staten Island","3",310,37
40.64578,-73.94756,"Private room",4.12,10,2,"East Flatbush","Brooklyn","4",361,75
40.64423,-73.94683,"Private room",2,2,2,"East Flatbush","Brooklyn","4",356,50
40.75923,-73.99233,"Entire home/apt",0.77,2,4,"Hell's Kitchen","Manhattan","1",44,225
40.68619,-73.98719,"Private room",0.76,2,4,"Boerum Hill","Brooklyn","1",0,105
40.75737,-73.91669,"Entire home/apt",1,1,14,"Astoria","Queens","1",77,85
40.76473,-73.99003,"Shared room",2.7,11,1,"Hell's Kitchen","Manhattan","9",347,69
40.76449,-73.99107,"Shared room",4.62,20,1,"Hell's Kitchen","Manhattan","9",349,60
40.76623,-73.99075,"Shared room",6.21,26,1,"Hell's Kitchen","Manhattan","9",337,85
40.76436,-73.99153,"Shared room",6.82,29,1,"Hell's Kitchen","Manhattan","9",348,60
40.68667,-73.9738,"Shared room",1.64,5,2,"Fort Greene","Brooklyn","5",0,41
40.67807,-73.95532,"Entire home/apt",2.5,10,4,"Crown Heights","Brooklyn","1",28,130
40.76167,-73.96944,"Entire home/apt",2.63,10,2,"Midtown","Manhattan","1",163,149
40.76072,-73.98582,"Entire home/apt",0.88,1,29,"Theater District","Manhattan","327",363,244
40.70599,-74.01236,"Entire home/apt",3.43,11,2,"Financial District","Manhattan","327",262,472
40.70729,-74.01095,"Entire home/apt",4.22,13,2,"Financial District","Manhattan","327",263,474
40.70751,-74.01059,"Entire home/apt",1,1,2,"Financial District","Manhattan","327",319,214
40.70761,-74.01226,"Entire home/apt",1.76,7,2,"Financial District","Manhattan","327",333,235
40.70602,-74.0123,"Entire home/apt",0.98,2,2,"Financial District","Manhattan","327",315,244
40.70715,-74.0103,"Entire home/apt",2.5,10,2,"Financial District","Manhattan","327",265,495
40.73593,-74.00438,"Entire home/apt",1.03,2,3,"West Village","Manhattan","1",10,260
40.71072,-73.94207,"Entire home/apt",3.57,14,2,"Williamsburg","Brooklyn","1",169,230
40.59356,-73.79436,"Entire home/apt",2.2,8,1,"Arverne","Queens","1",35,95
40.70632,-74.01188,"Entire home/apt",1.5,2,2,"Financial District","Manhattan","327",338,229
40.76257,-73.92162,"Private room",4.04,17,1,"Astoria","Queens","1",104,90
40.70645,-74.0118,"Entire home/apt",1.7,4,2,"Financial District","Manhattan","327",323,240
40.7075,-74.01079,"Entire home/apt",3.7,14,2,"Financial District","Manhattan","327",319,236
40.70793,-74.01043,"Entire home/apt",4.52,16,2,"Financial District","Manhattan","327",341,229
40.68727,-73.98956,"Entire home/apt",1,1,2,"Boerum Hill","Brooklyn","1",5,160
40.70784,-74.0107,"Entire home/apt",2.8,10,2,"Financial District","Manhattan","327",327,229
40.74805,-73.97855,"Entire home/apt",2.28,8,3,"Murray Hill","Manhattan","1",1,200
40.71597,-73.83543,"Shared room",1,1,4,"Forest Hills","Queens","5",332,35
40.70891,-73.96342,"Private room",3.56,10,3,"Williamsburg","Brooklyn","1",72,169
40.63611,-74.03178,"Private room",5.27,23,1,"Bay Ridge","Brooklyn","4",134,75
40.71994,-73.94085,"Entire home/apt",1.18,2,2,"Williamsburg","Brooklyn","2",0,240
40.63521,-74.03197,"Private room",2.88,10,1,"Bay Ridge","Brooklyn","4",361,75
40.74666,-73.85781,"Private room",2.43,8,1,"Corona","Queens","2",164,50
40.73568,-73.98188,"Private room",1.43,5,2,"Gramercy","Manhattan","1",0,95
40.72005,-73.95704,"Private room",4.83,20,2,"Williamsburg","Brooklyn","1",18,120
40.84661,-73.93444,"Private room",5.78,23,2,"Washington Heights","Manhattan","1",216,60
40.70723,-74.01086,"Entire home/apt",1.55,4,2,"Financial District","Manhattan","327",340,229
40.77116,-73.95776,"Entire home/apt",2.84,10,3,"Upper East Side","Manhattan","1",5,130
40.68481,-73.9296,"Entire home/apt",6.52,22,2,"Bedford-Stuyvesant","Brooklyn","1",37,100
40.75896,-73.9956,"Entire home/apt",2.67,5,7,"Hell's Kitchen","Manhattan","1",213,150
40.71492,-74.01154,"Entire home/apt",1.11,4,4,"Tribeca","Manhattan","1",365,355
40.76291,-73.96448,"Entire home/apt",1.02,2,29,"Upper East Side","Manhattan","327",220,150
40.80004,-73.96838,"Private room",3.42,13,1,"Upper West Side","Manhattan","2",52,89
40.82864,-73.87609,"Private room",2.28,8,2,"Soundview","Bronx","2",24,45
40.7649,-73.96795,"Entire home/apt",2.35,5,7,"Upper East Side","Manhattan","1",279,395
40.78034,-73.94861,"Private room",2,5,1,"Upper East Side","Manhattan","1",0,70
40.68393,-73.91528,"Entire home/apt",4,5,3,"Bedford-Stuyvesant","Brooklyn","1",245,134
40.75104,-73.99544,"Entire home/apt",1,1,4,"Chelsea","Manhattan","1",228,200
40.69248,-73.93162,"Entire home/apt",1.9,7,2,"Bedford-Stuyvesant","Brooklyn","1",18,215
40.81824,-73.93919,"Private room",0.42,1,2,"Harlem","Manhattan","2",77,85
40.68553,-73.92569,"Private room",6.59,29,1,"Bedford-Stuyvesant","Brooklyn","2",23,65
40.69156,-73.93497,"Entire home/apt",3.18,13,3,"Bedford-Stuyvesant","Brooklyn","1",24,125
40.85768,-73.92855,"Private room",2,2,2,"Washington Heights","Manhattan","1",163,70
40.73326,-74.00511,"Entire home/apt",2.24,7,3,"West Village","Manhattan","5",255,250
40.68808,-73.90985,"Entire home/apt",5.39,23,2,"Bushwick","Brooklyn","1",127,159
40.73272,-74.00797,"Entire home/apt",2.44,10,2,"West Village","Manhattan","1",6,155
40.75823,-73.99066,"Entire home/apt",3.33,11,3,"Hell's Kitchen","Manhattan","1",54,300
40.71102,-73.95829,"Private room",2.34,8,2,"Williamsburg","Brooklyn","1",0,75
40.81482,-73.95192,"Private room",4.34,17,1,"Harlem","Manhattan","1",0,51
40.72894,-73.78003,"Private room",1.22,2,1,"Fresh Meadows","Queens","1",0,80
40.76001,-73.92313,"Private room",0.47,1,1,"Astoria","Queens","1",125,700
40.71439,-73.9409,"Private room",1.18,2,2,"Williamsburg","Brooklyn","2",174,90
40.69235,-73.96102,"Private room",0.68,1,5,"Clinton Hill","Brooklyn","1",90,64
40.76523,-73.98157,"Entire home/apt",2.66,10,5,"Midtown","Manhattan","1",207,549
40.7077,-73.9225,"Entire home/apt",1.52,5,4,"Bushwick","Brooklyn","1",11,100
40.6981,-73.9958,"Entire home/apt",4,5,3,"Brooklyn Heights","Brooklyn","1",215,550
40.75966,-73.81469,"Private room",3.79,16,1,"Flushing","Queens","6",126,65
40.74922,-73.9968,"Private room",1.5,5,1,"Chelsea","Manhattan","20",168,99
40.75094,-73.99662,"Private room",0.58,1,1,"Chelsea","Manhattan","20",160,199
40.73131,-74.00619,"Entire home/apt",1.14,4,3,"West Village","Manhattan","1",19,154
40.70655,-73.80842,"Private room",3.37,14,1,"Briarwood","Queens","9",357,50
40.8667,-73.89115,"Private room",1.76,7,1,"Fordham","Bronx","1",364,70
40.84377,-73.93666,"Private room",6.07,26,1,"Washington Heights","Manhattan","1",305,60
40.76,-73.82466,"Shared room",1.65,7,2,"Flushing","Queens","2",90,26
40.66195,-73.8936,"Private room",0.52,1,2,"East New York","Brooklyn","4",352,65
40.75452,-73.97092,"Entire home/apt",2.44,10,5,"Midtown","Manhattan","1",161,250
40.70621,-73.93663,"Private room",6.67,26,2,"Williamsburg","Brooklyn","1",205,70
40.68523,-73.90665,"Entire home/apt",0.95,2,10,"Bushwick","Brooklyn","1",42,65
40.74116,-73.86705,"Shared room",3.45,14,2,"Corona","Queens","8",344,25
40.7684,-73.92066,"Entire home/apt",0.42,1,3,"Astoria","Queens","2",188,115
40.70563,-74.00919,"Entire home/apt",2.84,10,5,"Financial District","Manhattan","1",131,325
40.71839,-73.94621,"Private room",3.53,11,1,"Williamsburg","Brooklyn","1",109,75
40.73612,-73.89519,"Private room",8.03,28,1,"Maspeth","Queens","4",165,50
40.67468,-73.96149,"Private room",0.36,1,2,"Crown Heights","Brooklyn","1",0,65
40.55762,-74.19626,"Entire home/apt",1,1,5,"Arden Heights","Staten Island","1",55,70
40.63112,-73.99532,"Private room",3.7,13,1,"Borough Park","Brooklyn","1",11,39
40.73684,-74.00844,"Entire home/apt",1.36,2,4,"West Village","Manhattan","1",5,170
40.6316,-73.94559,"Entire home/apt",1.02,2,1,"Flatlands","Brooklyn","1",132,80
40.70734,-73.96417,"Private room",2.88,7,2,"Williamsburg","Brooklyn","1",182,71
40.6752,-73.8552,"Entire home/apt",5.84,22,1,"Ozone Park","Queens","1",326,100
40.87079,-73.91961,"Private room",2.59,10,1,"Inwood","Manhattan","1",73,70
40.7762,-73.98028,"Entire home/apt",3.55,13,4,"Upper West Side","Manhattan","1",34,274
40.68581,-73.9833,"Entire home/apt",0.97,2,4,"Boerum Hill","Brooklyn","1",77,140
40.73036,-73.98701,"Entire home/apt",2.81,8,2,"East Village","Manhattan","1",27,130
40.70657,-73.72932,"Private room",0.37,1,1,"Queens Village","Queens","1",0,49
40.66377,-73.76785,"Entire home/apt",4.23,14,2,"Springfield Gardens","Queens","1",353,100
40.76483,-73.98975,"Shared room",4.09,17,1,"Hell's Kitchen","Manhattan","9",349,85
40.66641,-73.89133,"Private room",0.8,2,3,"East New York","Brooklyn","2",364,65
40.7528,-73.97092,"Entire home/apt",1.38,5,12,"Midtown","Manhattan","1",118,150
40.7203,-73.99663,"Entire home/apt",1.52,5,31,"Little Italy","Manhattan","1",139,139
40.80717,-73.94386,"Entire home/apt",2.31,8,2,"Harlem","Manhattan","1",0,110
40.72241,-73.98554,"Entire home/apt",1,1,5,"East Village","Manhattan","1",32,180
40.76494,-73.97822,"Private room",0.35,1,1,"Midtown","Manhattan","2",364,300
40.79834,-73.94337,"Entire home/apt",0.55,1,2,"East Harlem","Manhattan","1",180,300
40.75845,-73.9111,"Entire home/apt",2.35,5,5,"Astoria","Queens","2",95,200
40.70403,-73.9428,"Private room",1,1,2,"Williamsburg","Brooklyn","1",36,69
40.76111,-73.88408,"Private room",5.42,19,3,"East Elmhurst","Queens","2",80,45
40.75625,-73.96416,"Private room",2.69,8,2,"Midtown","Manhattan","4",297,119
40.76829,-73.92625,"Entire home/apt",4.72,20,1,"Astoria","Queens","1",328,125
40.78582,-73.95546,"Entire home/apt",0.77,1,31,"Upper East Side","Manhattan","2",304,145
40.76649,-73.92356,"Entire home/apt",1.23,4,2,"Astoria","Queens","1",23,225
40.57453,-74.00828,"Entire home/apt",1,1,10,"Sea Gate","Brooklyn","1",180,125
40.67533,-73.94889,"Entire home/apt",2.54,8,2,"Crown Heights","Brooklyn","2",0,100
40.74615,-73.98872,"Entire home/apt",4.59,19,3,"Midtown","Manhattan","1",84,800
40.71483,-73.99801,"Shared room",2.92,10,1,"Chinatown","Manhattan","1",58,53
40.64695,-73.93121,"Private room",1.14,4,2,"East Flatbush","Brooklyn","4",365,100
40.76409,-73.82928,"Private room",8.73,34,1,"Flushing","Queens","2",161,53
40.71704,-73.95799,"Private room",1,1,1,"Williamsburg","Brooklyn","1",44,89
40.75839,-73.91191,"Private room",3.14,13,1,"Astoria","Queens","2",341,90
40.69682,-73.93067,"Private room",3.08,11,2,"Bushwick","Brooklyn","1",159,66
40.80143,-73.91353,"Entire home/apt",4.46,16,2,"Port Morris","Bronx","3",6,115
40.74469,-73.98037,"Entire home/apt",2.05,7,2,"Kips Bay","Manhattan","1",10,120
40.81342,-73.9565,"Entire home/apt",5.11,22,1,"Morningside Heights","Manhattan","1",27,165
40.80273,-73.91519,"Entire home/apt",3.97,13,4,"Port Morris","Bronx","3",124,115
40.76429,-73.90967,"Private room",4.62,8,2,"Astoria","Queens","1",16,120
40.59908,-73.79133,"Entire home/apt",2.18,5,1,"Arverne","Queens","1",273,137
40.74613,-73.94141,"Entire home/apt",3.33,7,2,"Long Island City","Queens","1",103,150
40.76124,-74.00059,"Entire home/apt",0.38,1,15,"Hell's Kitchen","Manhattan","1",179,199
40.75661,-73.96396,"Private room",1.82,5,2,"Midtown","Manhattan","4",314,100
40.75908,-73.80845,"Entire home/apt",2,2,3,"Flushing","Queens","1",360,115
40.7867,-73.97594,"Entire home/apt",1.95,7,5,"Upper West Side","Manhattan","1",220,349
40.76037,-73.99171,"Private room",3.53,14,1,"Hell's Kitchen","Manhattan","12",270,110
40.68129,-73.93437,"Private room",2.03,5,5,"Bedford-Stuyvesant","Brooklyn","1",313,75
40.69266,-73.94431,"Entire home/apt",7,10,1,"Bedford-Stuyvesant","Brooklyn","1",17,60
40.72059,-73.98514,"Entire home/apt",2.57,8,3,"Lower East Side","Manhattan","1",235,170
40.87724,-73.85047,"Private room",3.24,5,2,"Williamsbridge","Bronx","3",70,56
40.52293,-74.21238,"Entire home/apt",3.33,11,2,"Prince's Bay","Staten Island","1",66,85
40.74263,-73.97639,"Private room",1.3,4,6,"Kips Bay","Manhattan","1",0,100
40.72152,-73.98625,"Shared room",2.03,7,1,"Lower East Side","Manhattan","1",139,117
40.7215,-73.99171,"Entire home/apt",5.88,14,2,"Lower East Side","Manhattan","1",87,120
40.61326,-73.94742,"Private room",3,11,1,"Midwood","Brooklyn","1",179,100
40.68557,-73.97288,"Shared room",1.62,2,1,"Fort Greene","Brooklyn","5",73,31
40.77181,-73.953,"Shared room",0.63,1,30,"Upper East Side","Manhattan","3",365,78
40.76661,-73.99082,"Shared room",4.44,17,1,"Hell's Kitchen","Manhattan","9",161,85
40.71138,-74.00834,"Entire home/apt",1.38,4,4,"Financial District","Manhattan","1",0,160
40.72919,-73.98151,"Entire home/apt",4.29,14,2,"East Village","Manhattan","1",254,290
40.70927,-73.82948,"Private room",1.88,7,2,"Kew Gardens","Queens","5",319,50
40.6783,-73.91055,"Shared room",1.11,4,1,"Bedford-Stuyvesant","Brooklyn","17",77,35
40.68687,-73.76809,"Private room",4.74,17,1,"St. Albans","Queens","3",365,67
40.70961,-73.95598,"Entire home/apt",3.8,13,1,"Williamsburg","Brooklyn","1",86,265
40.68444,-73.95434,"Entire home/apt",0.83,1,3,"Bedford-Stuyvesant","Brooklyn","1",98,180
40.70783,-73.94346,"Entire home/apt",0.38,1,2,"Williamsburg","Brooklyn","1",10,180
40.8273,-73.94952,"Private room",1.94,5,2,"Harlem","Manhattan","2",76,55
40.76996,-73.95771,"Entire home/apt",2.76,10,5,"Upper East Side","Manhattan","1",155,250
40.7999,-73.95962,"Private room",1,1,30,"Upper West Side","Manhattan","32",314,60
40.63402,-74.0025,"Private room",3.38,13,1,"Borough Park","Brooklyn","2",46,65
40.79834,-73.96117,"Private room",0.79,1,30,"Upper West Side","Manhattan","32",335,60
40.75746,-73.98795,"Entire home/apt",5.06,20,5,"Theater District","Manhattan","1",137,420
40.70657,-73.82903,"Private room",2.63,10,2,"Kew Gardens","Queens","5",305,60
40.6602,-73.98052,"Entire home/apt",2.47,10,1,"Windsor Terrace","Brooklyn","1",71,155
40.72554,-73.98875,"Private room",2,5,3,"East Village","Manhattan","3",0,100
40.70713,-74.01205,"Entire home/apt",1.62,5,2,"Financial District","Manhattan","327",215,255
40.70621,-74.01199,"Entire home/apt",1.92,7,2,"Financial District","Manhattan","327",350,229
40.70761,-74.01078,"Entire home/apt",1.11,4,2,"Financial District","Manhattan","327",340,235
40.71339,-73.96112,"Entire home/apt",1.14,4,2,"Williamsburg","Brooklyn","1",4,175
40.65239,-73.94454,"Private room",0.81,1,7,"East Flatbush","Brooklyn","9",346,40
40.7201,-73.83723,"Shared room",1.11,2,2,"Forest Hills","Queens","1",0,60
40.7011,-73.92194,"Private room",9.4,38,1,"Bushwick","Brooklyn","2",74,50
40.67994,-73.9135,"Private room",5.25,20,1,"Bedford-Stuyvesant","Brooklyn","3",20,60
40.70779,-74.01249,"Entire home/apt",3.04,11,2,"Financial District","Manhattan","327",243,390
40.80238,-73.96737,"Entire home/apt",4.36,11,1,"Upper West Side","Manhattan","1",0,140
40.70709,-74.01037,"Entire home/apt",3.23,10,2,"Financial District","Manhattan","327",253,475
40.72825,-74.0033,"Private room",0.43,1,5,"SoHo","Manhattan","1",97,150
40.70701,-74.01117,"Entire home/apt",0.68,1,2,"Financial District","Manhattan","327",357,228
40.71216,-73.94246,"Private room",6.67,17,3,"Williamsburg","Brooklyn","3",142,70
40.70697,-73.92401,"Private room",3.75,13,5,"Bushwick","Brooklyn","3",0,54
40.67965,-73.91168,"Private room",5.92,22,1,"Bedford-Stuyvesant","Brooklyn","3",15,55
40.76853,-73.96407,"Private room",4.53,11,1,"Upper East Side","Manhattan","1",31,79
40.66945,-73.95717,"Private room",1,1,30,"Crown Heights","Brooklyn","7",94,64
40.66999,-73.95959,"Private room",0.45,1,30,"Crown Heights","Brooklyn","7",237,65
40.64683,-73.93003,"Private room",2.25,8,2,"East Flatbush","Brooklyn","4",360,90
40.74034,-74.00084,"Entire home/apt",2.2,8,2,"Chelsea","Manhattan","1",66,162
40.76921,-73.99239,"Private room",0.37,1,1,"Hell's Kitchen","Manhattan","2",0,105
40.76347,-73.98776,"Entire home/apt",4.48,14,5,"Hell's Kitchen","Manhattan","1",130,420
40.86202,-73.92771,"Private room",2,2,2,"Inwood","Manhattan","1",180,45
40.72485,-73.98422,"Private room",1.32,4,2,"East Village","Manhattan","1",2,119
40.7958,-73.93766,"Private room",3.08,11,2,"East Harlem","Manhattan","2",174,90
40.6605,-73.94767,"Entire home/apt",3.38,13,2,"Prospect-Lefferts Gardens","Brooklyn","1",10,120
40.57859,-73.95962,"Entire home/apt",0.42,1,2,"Brighton Beach","Brooklyn","1",102,160
40.90406,-73.86286,"Entire home/apt",1,1,1,"Woodlawn","Bronx","1",29,65
40.75939,-73.99501,"Private room",0.39,1,1,"Hell's Kitchen","Manhattan","1",23,100
40.85719,-73.93048,"Private room",3,4,3,"Washington Heights","Manhattan","1",5,35
40.68078,-73.91283,"Private room",5.49,22,1,"Bedford-Stuyvesant","Brooklyn","3",20,55
40.83516,-73.86024,"Entire home/apt",1,1,2,"Parkchester","Bronx","4",349,85
40.68773,-73.91039,"Private room",2.73,7,28,"Bushwick","Brooklyn","1",24,88
40.76236,-73.96482,"Private room",2.47,10,3,"Upper East Side","Manhattan","1",81,160
40.6897,-73.91146,"Private room",3.08,11,2,"Bushwick","Brooklyn","3",61,70
40.68305,-73.92322,"Entire home/apt",4.29,10,3,"Bedford-Stuyvesant","Brooklyn","3",285,76
40.70041,-73.92884,"Private room",0.94,2,5,"Bushwick","Brooklyn","2",323,90
40.72202,-73.99491,"Entire home/apt",3.56,10,2,"Nolita","Manhattan","1",252,200
40.82032,-73.94464,"Private room",4.62,8,1,"Harlem","Manhattan","1",74,59
40.74945,-73.99511,"Entire home/apt",1.45,5,31,"Chelsea","Manhattan","1",165,99
40.76335,-73.99051,"Private room",1.25,4,2,"Hell's Kitchen","Manhattan","1",0,65
40.71139,-73.9598,"Entire home/apt",1.71,5,2,"Williamsburg","Brooklyn","1",1,150
40.72599,-73.95498,"Private room",5.45,11,1,"Greenpoint","Brooklyn","1",123,185
40.70388,-74.0082,"Entire home/apt",2.5,8,2,"Financial District","Manhattan","1",1,165
40.64418,-73.92556,"Private room",4.58,16,1,"East Flatbush","Brooklyn","1",29,125
40.75114,-73.99843,"Entire home/apt",1.05,4,8,"Chelsea","Manhattan","1",39,150
40.68787,-73.77727,"Private room",1.5,2,2,"Jamaica","Queens","1",180,88
40.67435,-73.9891,"Private room",10.17,29,1,"Gowanus","Brooklyn","1",1,99
40.77867,-73.95143,"Entire home/apt",11.25,44,1,"Upper East Side","Manhattan","1",42,151
40.67637,-73.94309,"Entire home/apt",2.25,8,2,"Crown Heights","Brooklyn","2",286,105
